compiledRelease/planning/budget/description,value_million_dolar
Servicio de Telefonía Móvil,27.001414272083622
Servicios de Consultoría Individual de Asistencia a la Unidad Administrativa para el Apoyo en la Gestión Técnica del Programa de Rehabilitación y Modernización de la Central Hidroeléctrica Acaray ,70.20084345161787
SERVICIO DE CUSTODIA VALORES DPTO. IDENTIFICACIONES,13.84076233639814
Suscripción al Sistema DATATEC para Operaciones Financieras,17.115969203187305
ADQUISICION DE CÁMARAS CORPORALES DE GRABACIÓN CON CENTRAL DE CONTROL,111.21282508394243
ADQUISICION DE EQUIPOS DE LABORATORIO,46.18061050740709
"Seguro de Edificios del Congreso Nacional, Centro de Bienestar Infantil y Estacionamiento del Congreso Nacional",147.4076058786686
SERVICIO DE LAVADO DE VEHICULOS ,0.7845495892148213
SERVICIO DE IMPERMEABILIZACION DE SUPERFICIES,27.459235622518747
Adquisición de Ripio para la Municipalidad de Encarnación,28.78348994998093
Adquisición de Networking para los Sistemas de Control,610.394108633045
"CONSTRUCCIÓN DE MURO DE CONTENCIÓN, CUNETA REVESTIDA Y REDUCTORES DE VELOCIDAD EN ACCESO A LA CIUDAD DE LOMA GRANDE",26.711278733727553
ILUMINACION EN VARIOS SECTORES DEL DISTRITO,14.378351896263412
CONTRATACION DE SERVICIO DE ALOJAMIENTO Y ALIMENTACION EN HOTELES PARA JUEGOS - ASUNCION 2022 - PLURIANUAL,7728.24543821116
"EXTENSIÓN DE GARANTÍA PARA MANTENIMIENTO, DESARROLLO Y SOPORTE DE LA PLATAFORMA DEL SISTEMA RUP, INCLUYENDO EQUIPOS CRIPTOGRÁFICOS HSM CON SUS LICENCIAS Y EL SOFTWARE IG-PERSONAS DE LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL",326.8720385674718
"PROVISIÓN E INSTALACIÓN DE EQUIPOS DE AIRE ACONDICIONADO, SISTEMA SPLIT PARA LA SENATUR",49.16314621682243
SERVICIO DE JARDINERIA PARA LA SENATUR,468.9225435501365
Mantenimiento preventivo de sistema informático Basado en ODOO,25.156597147903998
ADQUISICION DE MUEBLES Y ENSERES,12.2258977652643
ILUMINACION EN VARIOS SECTORES DEL DISTRITO,14.378351896263412
CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA EQUIPOS BIOMÉDICOS DE LA MARCA SERCON PERTENECIENTES AL IPS,90.1917331842966
CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA CAMILLAS DE LA MARCA ARJOHUNTLEIGH (EX CARE) PERTENECIENTES AL IPS,56.58760979682535
SERVICIO DE IMPRESION DE FACTURAS Y OTROS DOCUMENTOS CON ENSOBRADO AUTOMATICO,54.76219735014254
CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISIÓN DE REPUESTOS A DEMANDA PARA EQUIPOS VENTILADORES PULMONARES MARCA CAREFUSION (EX VIASYS ),458.38792301803505
Servicio de Rastreo y Vigilancia ,56.87341112796507
CONTRATACIÓN DE SERVICIOS DE PUBLICIDAD EN MEDIOS DIGITALES Y REDES SOCIALES EN EL MARCO DE LAS ELECCIONES MUNICIPALES 2020 - PLURIANUAL 2019/2020,92.06392632731979
CONTRATACIÓN DEL SERVICIO DE LIMPIEZA PARA EL PALACIO DE JUSTICIA DE ASUNCIÓN Y PARA EL EDIFICIO DE LA SEDE DE LA DIRECCIÓN GENERAL DE LOS REGISTROS PÚBLICOS ? PLURIANUAL ? AD REFERÉNDUM,2103.653351465151
Construcción de Sistema de Desagüe Pluvial- Plurianual,1233.8356333003628
CONSTRUCCIÓN DE PUENTES SOBRE EL ARROYO GUAZU DISTRITO DE SAN ANTONIO - AD REFERENDUM A LA AMPLIACION PRESUPUESTARIA,2608.2870753812927
ADQUISICION DE INSUMOS ALIMENTOS Y CESTAS BÁSICAS - PLURIANUAL 2020/2021 - AD REFERÉNDUM ,3002.0205929832105
ADQUISICION DE INSUMOS MEDICOS PARA EL PROGRAMA NACIONAL DE LUCHA CONTRA LA FIBROSIS QUISTICA,1009.0968005089019
"CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS DE LAS MARCAS ISUZU, HYUNDAI, KIA Y JEEP - PLURIANUAL 2020/2021",125.78298573951999
CONTRATACIÓN DE SERVICIOS DE CARGA Y DESCARGA EN EL MARCO DE LAS ELECCIONES MUNICIPALES 2021 - AD REFERÉNDUM AL PRESUPUESTO 2021,28.175388805652478
Servicio de Limpieza de Edificios para la Facultad de Ciencias Económicas y Administrativas de la U.N.C. - AD REFERÉNDUM - PLURIANUAL AÑOS 2021 Y 2022,22.52311112370883
Adquisición de Repuestos Menores y Lubricante especial para desmalezadora - AD REFERENDUM,16.344783108642112
CONTRATACIÓN DE SERVICIO DE CONSULTORIA JURÍDICA AD-REFERÉNDUM,12.961413005153194
CONTRATACIÓN DE SERVICIOS DE STREAMING Y SOPORTE TÉCNICO EN EL MARCO DE LAS ELECCIONES MUNICIPALES 2021 - AD REFERÉNDUM AL PLAN FINANCIERO 2021,27.459235622518747
Seguro médico para funcionarios,1616.172153782532
ADQUISICIÓN MEDICAMENTOS PARA EL TRATAMIENTO COVID-19,1648.2357573031913
PROVISIÓN DE AGUA MINERAL,0.9806869865185267
SERVICIO DE MANTENIMIENTO DEL SISTEMA DE COMUNICACIÓN VHF DEL CODI,48.98062729280485
REGULARIZACIÓN ASFÁLTICA DE LA CALLE VILLARRICA Y ZAAVEDRA,27.471494209850228
ADQUISICIÓN DE BALANCEADOS PARA CANES PARA EL CODI,9.414595070577857
ADQUISICION DE COMBUSTIBLE,13.068715689022275
PROVISIÓN Y COLOCACIÓN DE SALVA-ESCALERA PARA LA DNCP,23.726250608335974
"CD N° 43/21 ADQUISICIÓN DE MEDICAMENTO ADALIMUMAB 40 MG / 0,8 ML INYECTABLE",28.28056097372801
MANTENIMIENTO Y REPARACION DE MAQUINARIAS Y VEHICULOS - AD REFERENDUM,28.490668420602507
CONTRATACIÓN DE PROGRAMADORES PARA LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL - PLURIANUAL 2021 - 2022,20.676151286223593
SERVICIO DE MANTENIMIENTO DE AIRE ACONDICIONADO PARA LA SENATUR,32.689566217284224
ADQUISICIÓN E INSTALACIÓN DE SISTEMA DE ILUMINACIÓN AUTONOMO,45.28187486622719
Servicio de Comunicacion- Telefonia Celular,10.062638859161599
Adquisición de mobiliarios y equipos tecnologicos para 25 Instituciones Educativas y 20 Supervisiones Indígenas,138.86993833282247
Servicios de Consultoría Individual de Asistencia a la Unidad Administrativa para el Apoyo en la Gestión Técnica del Programa de Rehabilitación y Modernización de la Central Hidroeléctrica Acaray ,68.97498471846971
"PROVISION E IMPLEMENTACION DE SOFTWARE DE CAPTURA, INTEGRACION, INTERPRETACION, ANALISIS Y MANEJO DE DATOS GEOREFERENCIADOS EN LINEA",141.38237388975426
Servicio de Traslado de Funcionarios (SBE),0.867907983068896
ADQUISICION DE PRODUCTOS DE LIMPIEZA,1.6589954855271742
Soporte de Software GFI; SIEM; Office 365,27.53079652892171
MANTENIMIENTO Y ASISTENCIA TECNICA PARA DISPOSITIVOS INFORMATICOS,11.047671159278375
IMPRESIONES PARA CONCURSOS PÚBLICOS DE OPOSICIÓN,22.09534231855675
SERVICIO DE TELEFONÍA MÓVIL,22.09534231855675
REHABILITACIÓN Y PAVIMENTACIÓN ASFALTICA DE VARIOS TRAMOS ARROYOS Y ESTEROS - PRIMERO DE MARZO Y CIRCUNVALACIÓN DE ARROYOS Y ESTEROS- DIRECCION DE VIALIDAD -AD REFERENDUM A LA REPORGRAMACION PRESUPEUSTARIA,8776.948396657855
Servicio de mantenimiento y limpieza de sanitario móvil,28.175388805652478
ADQUISICIÓN E INSTALACIÓN DE SISTEMA DE ILUMINACIÓN AUTONOMO,49.8187514415048
Servicio de Comunicacion- Telefonia Celular,10.062638859161599
Servicios de Publicidad y Propaganda en Medios de Comunicación - Secretaría Nacional de Cultura,25.156597147903998
CONTRATACIÓN DE SERVICIOS DE PUBLICIDAD EN REVISTA EN EL MARCO DE LAS ELECCIONES MUNICIPALES 2021 - AD REFERÉNDUM AL PRESUPUESTO 2021,40.861957771605276
"SERVICIO DE RECOLECCIÓN, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS BIO INFECCIOSOS, FARMACOLOGICOS Y AFINES",2264.4883245376245
CONTRATACIÓN DE SERVICIOS DE PUBLICIDAD EN MEDIOS DIGITALES EN EL MARCO DE LAS ELECCIONES MUNICIPALES 2021 - AD REFERÉNDUM AL PRESUPUESTO 2021,27.459235622518747
ADQUISICION DE REACTIVOS TEST RAPIDO VIH PARA EL PROGRAMA NACIONAL DE CIH/SIDA-ITS DEL PRONASIDA - MSPBS,139.70296949469352
Refacción y Ampliación para Sede de Seguridad y Transito en el B° La Amistad Declarado Desierto en la CD N° 23/20 - Ad-Referéndum,27.300085815598575
CONSTRUCCIÓN DE PAVIMENTO TIPO ENRIPIADO EN VARIOS SECTORES DEL DISTRITO DE LA PAZ,39.689383031391294
"Adquisición de Combustible ""Ad Referendum""",63.67947112866697
CONTRATACIÓN DE PROGRAMADORES PARA LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL - PLURIANUAL 2021 - 2022,21.084770210148324
Mantenimiento y reparación de camionetas Ford Ranger - Ad Referéndum 2022,10.624109020617372
Adquisición de Cubiertas para el Parque Automotor de la Fábrica de Vallemí,137.41052654211745
"""CONTRATACION DE SERVICIO DE TELEVISION POR CABLE""- PLURIANUAL ",1.7871385850989283
Adquisición de relojes biométricos - AD REFERENDÚM 2022,0.5199161419645244
ADQUISICION DE INSUMOS VARIOS PARA HOSPITALES ESPECIALIZADOS E INAT,62081.59233055386
ADQUISICION DE BEVACIZUMAB E INFLIXIMAB Y RITUXIMAB PARA EL INCAN Y OTROS CENTROS DE ATENCION DEL MSPYBS,9397.710022537627
Servicio de Mantenimiento y Reparación de Ascensor.-,23.936620845103146
Servicio de Televisión por Cable,26.833703624430928
INSTALACION Y PUESTA EN FUNCIONAMIENTO DE SEMAFOROS,28.259914972069435
Mantenimiento preventivo de sistema informático Basado en ODOO,25.156597147903998
Consultoría para la contratación de consultor especialista en educación a distancia PLURIANUAL 2020 - 2022.,25.659729090862076
ADQUISICION DE KIT PARA PLASMAFERESIS EN PACIENTES CONVALECIENTES DE COVID-19-MSPYBS,269.3852277921386
SERVICIO DE SEGURO MÉDICO SANATORIAL INTEGRAL (AD REFERÉNDUM-PLURIANUAL 2021-2022),2275.1626460564376
Mantenimiento y reparación de motobombas,20.125277718323197
Servicio de Mantenimiento y Reparación de Camiones y Maquinarias Pesadas para el SENASA,134.16851812215464
Adquisición de productos de artes gráficas para la Municipalidad de Encarnación,24.517174662963168
Adquisición de Materiales de Construcción,40.861957771605276
Adquisición de Materiales de ferretería para la Municipalidad de Encarnación,22.06545719666685
Adquisicion de Productos Veterinarios.,163.05135649979394
ADQUISICION DE ACTIVOS INTANGIBLES ,11.441348176049477
"SERVICIO DE DESCONTAMINACION, DESINFECCION Y DETOXIFICACIÓN DE LA OFICINA CENTRAL, REGIONAL, PUESTOS DE CONTROL Y AEROPUERTO",12.582214037032697
MANTENIMIENTO Y REPARACION DE EQUIPOS INDUSTRIALES DEL INCAN,49.034349325926335
CONTRATACIÓN DE SERVICIO DE REPARACIÓN DE TECHO DEL EDIFICIO DE TECNOLOGÍA DE LA MADERA - CIF - FCA/UNA - CÓD. 20,10.944927038639097
SERVICIO DE MANTENIMIENTO Y ACTUALIZACIÓN DE SOFTWARE DE SISTEMA DE ANALISIS DE INFORMACIONES Y COMUNICACIONES DE EQUIPOS MILITARES Y DE SEGURIDAD,129.39184100125442
ADQUISICION DE NYLON PARA DESMALEZADORAS,8.400196968897754
SERVICIO DE TELEFONÍA MÓVIL,22.09534231855675
"ADQUISICIÓN DE BOTIQUINES, INSECTICIDAS Y FERTILIZANTES AD REFERENDUM A LA REPROGRAMACIÓN PRESUPUESTARIA",5.371678154267208
ADQUISICION DE IMPLEMENTOS DEPORTIVOS PARA JUEGOS ASUNCION 2022,5252.705752095246
ADQUISICION DE EQUIPO DE PROCESAMIENTO DE DATOS HIDROLÓGICOS - PROYECTO DE INVESTIGACIÓN CONACYT PINV15-177,11.254182103298444
Adquisición de Materiales Eléctricos Plurianual 2021-2022-2023,22.97467661904284
Pintura de la Biblioteca Central de la U.N.C.,1.9540188206381643
Mantenimiento y Reparación e Portón Basculante ,4.903434932592633
SERVICIO DE MANTENIMIENTO DEL SISTEMA DE TELEMEDICIÓN,326.8956621728422
FORTALECIMIENTO DE AREAS SILVESTRE PROTEGIDAS DEL AREA DE INFLUENCIA DEL TRAMO SAN JUAN NEPOMUCENO- EMPALME RUTA Nª 6,212.776386508303
"Adquisición e instalación de aires acondicionados tipo splits para Casa Matriz, Filiales y Centro de Adiestramiento en Servicios",45.941740515859124
MANTENIMIENTO Y REPARACION DE VEHICULOS CON PROVISION DE REPUESTOS - PLURIANUAL,21.248218041234743
Servicio de diseño e impresiones varias,8.172391554321056
ACTUALIZACION DE SOFTWARE Y SOPORTE TECNICO - PLURIANUAL,43.55933732802448
Servicio de Mantenimiento y Reparación de vehículos de 4 Ruedas,81.72391554321055
Adquisición de Repuestos y Accesorios para Vehículos 4 Ruedas ,32.689566217284224
SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS DE LA CONADERNA ,13.23927431800011
SERVICIO DE LIMPIEZA E HIGIENIZACION DEL HOSPITAL DE CLINICAS,144.28029739700327
"Servicios de Consultoría en Administración Financiera, Contrataciones Públicas y Marco Jurídico - Selección Basada en Presupuesto Fijo - SBPF",23.53648767644464
Construcción pavimento pétreo tipo empedrado calle proyectada A e/MCAL Estigarribia y humaita ,10.265403631901984
Construcción de pavimento pétreo sobre calle Mcal Estigarribia E/proyectada 1 y proyectada 2 ,10.693383605210224
CONSULTORIA EN EL AMBITO JURISDICCIONAL PARA EL DERECHO CONSTITUCIONAL,36.04024675455585
CONSULTORIA EN SANIDAD VEGETAL/SEMILLAS,23.53648767644464
Mantenimientos preventivos con provisión de insumos para las Motoniveladoras Volvo G940 y G930-Proceso Plurianual,15.017250344583996
"Soporte, Mantenimiento Preventivo, Correctivo y Extensión de Garantia del Eq. del DATA CENTER",82.86983929732675
Servicio de Limpieza Tercerizada,285.95056470058086
CONTRATACIÓN DE SERVICIO DE CONSULTORÍA PARA EL DISEÑO DEL SISTEMA REPOSITORIO INSTITUCIONAL DE RECURSOS DIDÁCTICOS DE APRENDIZAJE DEL SNPP - PLURIANUAL ,97.25145949642057
"ADQUISICION, INSTALACION Y PUESTA EN MARCHA DE SKID PARA EXPENDIO DE GLP CON TANQUE VERTICAL DE 7 M3",1160.3453119755693
Servicio de Fotocopiado y Encuadernación de Documentos (SBE),89.8963070975316
Adquisición de Seguro Médico,287.0960172346
ADQUISICION DE ARTICULOS DE ELECTRICOS,18.373372877391652
ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS PARA OFICINAS Y ESCUELAS AGRÍCOLAS DEL MAG,475.07852563152835
MANTENIMIENTO Y REPARACIÓN DE IMPRESORAS Y FOTOCOPIADORAS,17.65236575733348
CONTRATACON DE SERVICIO PARA DESPACHO ADUANERO,44.1309143933337
SERVICIO DE HOTELERIA PARA LA FADA/UNA,8.172391554321056
"SERVICIOS DE COMUNICACIÓN SATELITAL - TV Y RADIO CÁMARA, PLURIANUAL (2021-2022)",86.58485403972072
Adquisición de Cubiertas para el MDS,28.131986895270455
SERVICIO DE ESTUDIOS LABORATORIALES - PLURIANUAL,228.82696352098955
Soporte Técnico y Desarrollo de Módulos del Software de Fondo de Garantía,104.60710223880277
Adquisición de medicamentos,277.8519783412825
ALQUILER DE FOTOCOPIADORA SEGUNDO LLAMADO - PLURIANUAL,9.806869865185266
CONTRATACIÓN DE SERVICIOS DE SEGURIDAD Y VIGILANCIA - PLURIANUAL 2022,63.61389585883509
CONSTRUCCIÓN DE PAVIMENTO TIPO EMPEDRADO EN VARIOS LUGARES DEL DISTRITO DE CIUDAD DEL ESTE-PLURIANUAL 2022,165.29511847335985
LPN N° 04/2021 Adquisición de Medicamentos Oncológicos y Generales - Ad Referéndum a la partida presupuestaria autorizada por el Decreto N° 5.996/2021,1726.009096272607
"ADQUISICION DE SEGURO PARA VEHICULOS, PLURIANUAL ",4.061934071457553
Provisión de Servicio de televisión por cable,5.960560258692698
MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS MULTIMARCASDE LA STP - SEGUNDO LLAMADO,24.517174662963168
Servicio de Mantenimiento y Reparación del Sistema de Iluminación de Fachada.,9.70259014895213
SERVICIO DE IMPRESIÓN Y COPIADO,3.2689566217284223
Adquisicion de Comprobantes de Caja y Talonarios,19.80387857560167
ADQUISICION DE PASAJES AEREOS (AD REFERENDUM 2022),53.93778425851897
ADQUISICION DE CAMIONETA DOBLE CABINA 4X 4 AD REFERENDUM PLURIANUAL,55.97499802518012
MANTENIMIENTOS Y REPARACIONES DE ACONDICIONADORES DE AIRE Y ENSERES VARIOS,9.90226464792498
CONTRATACION DE SEGURO MEDICO PARA FUNCIONARIOS DE LA INSTITUCION (AD-REFERENDUM)2022,94.89198751182967
SEGURO DE VEHICULOS ADMINISTRADOS POR LA SENAD,10.221891360839939
ADQUISICIÓN DE COMBUSTIBLES,12.209888401477418
Adquisición de insumos para el Departamento de Tránsito,24.518735792018493
Servicios de proyectos y fiscalizacion de obras para la Gobernacion de Cordillera Ad Referendum,17.824076366264965
Adquisicion de Combustibles y Lubricantes para Uso Institucional,24.49677964207557
ADQUISICIÓN DE SERVICIOS DE SEGURIDAD Y VIGILANCIA,23.97779682037798
Alquiler de Fotocopiadora,26.151652973827378
SISTEMA INTEGRADO DE GESTION DEL PACIENTE(SIGEPA)PARA EL SERVICIO DE EMERGENCIAS MEDICAS EXTRAHOSPITALARIA-SEME-MSPYBS ,1936.865113143807
LOCACIÓN DE INMUEBLE PARA LA AGENCIA REGIONAL DE CIUDAD DEL ESTE,14.301685220061847
Servicio de Perforación de Pozos de Sondeo,12.503759078111216
ADQUISICIÓN DE PASAJES AEREOS,3.4324044528148434
ADQUISICIÓN DE ARTÍCULOS ELÉCTRICOS PARA DEPENDENCIAS DEL MAG,44.840774371311774
Contratación de Consultores Individuales para el Apoyo a la Gestión Ambiental y Social de la ANDE,101.99144659792677
Adquisición de Materiales para la Lucha Contra Incendios para el Relleno Sanitario,1.4565409929998099
Estudio de suelo en un terreno en el Barrio Zevallos Cué de la Ciudad de Asunción,1.5298716989689016
Mantenimiento Preventivo y Correctivo de Aire Acondicionados y Cámaras Fria. Contrato Abierto - Plurianual.,20.75787454797548
Adquisicion de Pañales Plurianual 2022-2023 Ad Referendum 2022,42.43827706253563
Contratación de Servicios Técnicos y Profesionales para Asesoramientos y Acompañamientos a la UOC,8.091564826590126
ALQUILER DE COCHERA Y DEPOSITO PARA EL MRE,98.27824135441388
LOCACION DE INMUEBLE DETERMINADO PARA CENTRO DE ATENCION AL PUBLICO EN LA CIUDAD DE LUQUE,17.95246563382736
"Adquisición de Pasaje Aéreo y Servicios Conexos - Plurianual 2020, 2021 y 2022. - Ad Referéndum 2020.-",265.144107822681
ALQUILER DE INMUEBLES DETERMINADOS PARA USO DE LA DGEEC - AD REFERENDUM,201.22228249509632
"Locación de Inmueble (determinado)para oficinas del BNF, en el piso 11 de Edificio Inter Express - Asunción",62.95857712882107
Mantenimiento y reparación de impresoras varias - Ad referéndum 2020,25.156597147903998
Asesoría Impositiva,38.78548351941899
Soporte de Software de RRHH,9.978783535335252
MANTENIMIENTO Y REPARACION DE ASCENSORES ,20.125277718323197
Seguro Medico,523.2572206764031
Servicios de GPS para vehículos del MNP,0.7399420608140453
SERVICIO DE MANTENIMIENTO DEL SISTEMA Y EQUIPOS DE FACTURACIÓN,40.21835499229708
ADQUISICIÓN DE LEÑA PARA PLANTA INDUSTRIAL MAURICIO JOSÉ TROCHE,39.998989465167355
Servicio de Pintura de Logotipos,10.062638859161599
Servicio Tecnico de CRM para Data Intelligence (SBE),35.58351812459359
"Locación de Inmueble para Asiento del BNF, en la Ciudad de Ñemby",75.46979144371198
PROVISION DE AGUA MINERAL PARA LA SUPERINTENDENCIA DE SALUD,1.1461748166139427
Servicio de despacho aduanero,13.416851812215464
ADQUISICIÓN DE MATERIALES DE OSTEOSÍNTESIS PARA EL SERVICIO DE TRAUMATOLOGÍA DEL HOSPITAL CENTRAL DE POLICÍA RIGOBERTO CABALLERO - PLURIANUAL,990.331374389154
ADQUISICION DE CUBIERTAS Y CÁMARAS,23.479490671377064
"ADQUISICIÓN DE SERVICIO DE INTERNET - AD REFERÉNDUM - PLURIANUAL""",8.87686152105354
ADQUISICION DE TINTAS Y TONER PARA IMPRESORAS Y FOTOCOPIADORAS,49.474641057544524
Servicio de Soporte Informático a usuario (Help Desk)para la Abogacía del Tesoro,14.135347035407683
Servicio de Mantenimiento y Reparación de Vehiculos Multimarcas,50.313194295807996
SERVICIO DE MANTENIMIENTO DE PISOS DEL NIVEL ADMINISTRATIVO DEL EDIFICIO TERMINAL DE PASAJEROS DEL AIG,79.77911653514795
SERVICIO DE ALQUILER DE VEHÍCULOS Y BUSES,24.517174662963168
ALQUILER DE INMUEBLE PARA OFICINAS DEL MINISTERIO DE JUSTICIA,26.47854863600022
SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS Y/O RED TELEFÓNICA,1.6344783108642111
ADQUISICIÓN DE CUBIERTAS PARA VEHÍCULOS DEL FONDO GANADERO,6.439257440195729
Provisión de Firma Digital,6.5379132434568445
"L.C.O 01/2.021 ""Restauración Conservativa de la Casa de Indio""",52.38668934902699
ADQUISICION DE IMPRESOS - HOJAS SABANAS DE ENFERMERIA UCIA - AD REFERENDUM PLURIANUAL 2021-2022,0.8309687732433649
SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE FOTOCOPIADORAS E IMPRESORAS,4.903434932592633
Servicio de Mantenimiento de fotocopiadoras Kyocera,13.075826486913689
ADQUISICION DE HERRAMIENTAS MENORES,118.66588257020432
SERVICIO DE COMUNICACION POR RADIO,72.97349727216562
ADQUISICION DE CORDEL PARA DESMALEZADORA PARA LA DIRECCION DE SERVICIOS URBANOS,22.873935548352723
